#SampleID	plots	microcosms	Field	Soil_depth	Period_numeric	Period	Plate	Condition	Soil_pH_Value	cul_type	quant_reading	Sample_or_Control	field_coord	coll_coord	cords_note	soil_compname	soil_taxclass	soil_taxorder	soil_taxsuborder	soil_taxgrtgroup	soil_taxsubgrp	Meloidogyne_hapla	Meloidogyne_chitwoodi	Pratylenchus_penetrans	Pratylenchus_neglectus	Pratylenchus_thornei	Paratrichodorus_sp	Tylenchorhynchus_sp	Paratylenchus_sp	Helicotylenchus_sp	Mesocriconema sp	Ditylenchus_sp	Xiphinema_sp	Hemicycliophora_sp	vert_count	bd_count	y1998	y1999	y2000	y2001	y2002	y2003	y2004	y2005	y2006	y2007	y2008	y2009	y2010	y2011	y2012	y2013	y2014	y2015	y2016	y2017	y2018
FL-2-3	B10_3	Boardman10_3_12	Boardman10	30cm	6	6wk	Plate_20	treatment	7.22	Conventional	58.4	True_Sample	45.7449,-119.94556	45.746525,-119.945036		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WHEAT	POTATO	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	MINT	MINT	WHEAT	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO	ONION	CORN	POTATO	CORN
FA-2-4	B10_4	Boardman10_4_4	Boardman10	10cm	0	0wk	Plate_1	treatment	7.42	Conventional	100.5	True_Sample	45.7449,-119.94556	45.743425,-119.944581		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WHEAT	POTATO	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	MINT	MINT	WHEAT	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO	ONION	CORN	POTATO	CORN
FB-2-4	B10_4	Boardman10_4_8	Boardman10	20cm	0	0wk	Plate_2	treatment	7.19	Conventional	112.1	True_Sample	45.7449,-119.94556	45.743425,-119.944581		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WHEAT	POTATO	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	MINT	MINT	WHEAT	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO	ONION	CORN	POTATO	CORN
FC-2-4	B10_4	Boardman10_4_12	Boardman10	30cm	0	0wk	Plate_3	treatment	7.295	Conventional	90.8	True_Sample	45.7449,-119.94556	45.743425,-119.944581		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WHEAT	POTATO	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	MINT	MINT	WHEAT	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO	ONION	CORN	POTATO	CORN
FD-2-4	B10_4	Boardman10_4_4	Boardman10	10cm	1	1wk	Plate_7	treatment	7.32	Conventional	107.7	True_Sample	45.7449,-119.94556	45.743425,-119.944581		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WHEAT	POTATO	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	MINT	MINT	WHEAT	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO	ONION	CORN	POTATO	CORN
FE-2-4	B10_4	Boardman10_4_8	Boardman10	20cm	1	1wk	Plate_8	treatment	7.21	Conventional	105.5	True_Sample	45.7449,-119.94556	45.743425,-119.944581		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WHEAT	POTATO	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	MINT	MINT	WHEAT	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO	ONION	CORN	POTATO	CORN
FF-2-4	B10_4	Boardman10_4_12	Boardman10	30cm	1	1wk	Plate_9	treatment	7.27	Conventional	94.9	True_Sample	45.7449,-119.94556	45.743425,-119.944581		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WHEAT	POTATO	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	MINT	MINT	WHEAT	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO	ONION	CORN	POTATO	CORN
FG-2-4	B10_4	Boardman10_4_4	Boardman10	10cm	3	3wk	Plate_12	treatment	7.25	Conventional	49.1	True_Sample	45.7449,-119.94556	45.743425,-119.944581		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WHEAT	POTATO	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	MINT	MINT	WHEAT	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO	ONION	CORN	POTATO	CORN
FH-2-4	B10_4	Boardman10_4_8	Boardman10	20cm	3	3wk	Plate_13	treatment	7.15	Conventional	48.2	True_Sample	45.7449,-119.94556	45.743425,-119.944581		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WHEAT	POTATO	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	MINT	MINT	WHEAT	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO	ONION	CORN	POTATO	CORN
FI-2-4	B10_4	Boardman10_4_12	Boardman10	30cm	3	3wk	Plate_14	treatment	7.1	Conventional	49.2	True_Sample	45.7449,-119.94556	45.743425,-119.944581		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WHEAT	POTATO	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	MINT	MINT	WHEAT	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO	ONION	CORN	POTATO	CORN
FJ-2-4	B10_4	Boardman10_4_4	Boardman10	10cm	6	6wk	Plate_18	treatment	7.235	Conventional	43.6	True_Sample	45.7449,-119.94556	45.743425,-119.944581		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WHEAT	POTATO	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	MINT	MINT	WHEAT	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO	ONION	CORN	POTATO	CORN
FK-2-4	B10_4	Boardman10_4_8	Boardman10	20cm	6	6wk	Plate_19	treatment	7.175	Conventional	47.2	True_Sample	45.7449,-119.94556	45.743425,-119.944581		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WHEAT	POTATO	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	MINT	MINT	WHEAT	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO	ONION	CORN	POTATO	CORN
FL-2-4	B10_4	Boardman10_4_12	Boardman10	30cm	6	6wk	Plate_20	treatment	7.265	Conventional	47.1	True_Sample	45.7449,-119.94556	45.743425,-119.944581		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WHEAT	POTATO	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	MINT	MINT	WHEAT	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO	ONION	CORN	POTATO	CORN
FA-2-5	B506_1	Boardman506_1_4	Boardman506	10cm	0	0wk	Plate_1	treatment	6.555	Conventional	104.2	True_Sample	45.76178,-119.88597	45.760517,-119.887733		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
FB-2-5	B506_1	Boardman506_1_8	Boardman506	20cm	0	0wk	Plate_2	treatment	6.76	Conventional	97.5	True_Sample	45.76178,-119.88597	45.760517,-119.887733		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
FC-2-5	B506_1	Boardman506_1_12	Boardman506	30cm	0	0wk	Plate_3	treatment	7.05	Conventional	85.4	True_Sample	45.76178,-119.88597	45.760517,-119.887733		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
FD-2-5	B506_1	Boardman506_1_4	Boardman506	10cm	1	1wk	Plate_7	treatment	7.28	Conventional	102.9	True_Sample	45.76178,-119.88597	45.760517,-119.887733		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
FE-2-5	B506_1	Boardman506_1_8	Boardman506	20cm	1	1wk	Plate_8	treatment	7.565	Conventional	93	True_Sample	45.76178,-119.88597	45.760517,-119.887733		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
FF-2-5	B506_1	Boardman506_1_12	Boardman506	30cm	1	1wk	Plate_9	treatment	7.47	Conventional	92.4	True_Sample	45.76178,-119.88597	45.760517,-119.887733		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
FG-2-5	B506_1	Boardman506_1_4	Boardman506	10cm	3	3wk	Plate_12	treatment	6.3	Conventional	47.8	True_Sample	45.76178,-119.88597	45.760517,-119.887733		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
FH-2-5	B506_1	Boardman506_1_8	Boardman506	20cm	3	3wk	Plate_13	treatment	6.7	Conventional	43.8	True_Sample	45.76178,-119.88597	45.760517,-119.887733		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
FI-2-5	B506_1	Boardman506_1_12	Boardman506	30cm	3	3wk	Plate_14	treatment	6.8	Conventional	46.8	True_Sample	45.76178,-119.88597	45.760517,-119.887733		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
FJ-2-5	B506_1	Boardman506_1_4	Boardman506	10cm	6	6wk	Plate_18	treatment	6.335	Conventional	46.5	True_Sample	45.76178,-119.88597	45.760517,-119.887733		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
FK-2-5	B506_1	Boardman506_1_8	Boardman506	20cm	6	6wk	Plate_19	treatment	6.355	Conventional	57.9	True_Sample	45.76178,-119.88597	45.760517,-119.887733		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
FL-2-5	B506_1	Boardman506_1_12	Boardman506	30cm	6	6wk	Plate_20	treatment	6.365	Conventional	59.4	True_Sample	45.76178,-119.88597	45.760517,-119.887733		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
FA-2-6	B506_2	Boardman506_2_4	Boardman506	10cm	0	0wk	Plate_1	treatment	7.095	Conventional	103.9	True_Sample	45.76178,-119.88597	45.762917,-119.887453		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
FB-2-6	B506_2	Boardman506_2_8	Boardman506	20cm	0	0wk	Plate_2	treatment	7.015	Conventional	88.4	True_Sample	45.76178,-119.88597	45.762917,-119.887453		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
FC-2-6	B506_2	Boardman506_2_12	Boardman506	30cm	0	0wk	Plate_3	treatment	6.85	Conventional	92.4	True_Sample	45.76178,-119.88597	45.762917,-119.887453		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
FD-2-6	B506_2	Boardman506_2_4	Boardman506	10cm	1	1wk	Plate_7	treatment	7.085	Conventional	100.9	True_Sample	45.76178,-119.88597	45.762917,-119.887453		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
FE-2-6	B506_2	Boardman506_2_8	Boardman506	20cm	1	1wk	Plate_8	treatment	6.99	Conventional	99.6	True_Sample	45.76178,-119.88597	45.762917,-119.887453		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
FF-2-6	B506_2	Boardman506_2_12	Boardman506	30cm	1	1wk	Plate_9	treatment	6.94	Conventional	93.5	True_Sample	45.76178,-119.88597	45.762917,-119.887453		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
FG-2-6	B506_2	Boardman506_2_4	Boardman506	10cm	3	3wk	Plate_12	treatment	6.6	Conventional	49.1	True_Sample	45.76178,-119.88597	45.762917,-119.887453		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
FH-2-6	B506_2	Boardman506_2_8	Boardman506	20cm	3	3wk	Plate_13	treatment	6.55	Conventional	45.7	True_Sample	45.76178,-119.88597	45.762917,-119.887453		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
FI-2-6	B506_2	Boardman506_2_12	Boardman506	30cm	3	3wk	Plate_14	treatment	6.65	Conventional	55.4	True_Sample	45.76178,-119.88597	45.762917,-119.887453		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
FJ-2-6	B506_2	Boardman506_2_4	Boardman506	10cm	6	6wk	Plate_18	treatment	6.775	Conventional	48	True_Sample	45.76178,-119.88597	45.762917,-119.887453		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
FK-2-6	B506_2	Boardman506_2_8	Boardman506	20cm	6	6wk	Plate_19	treatment	6.415	Conventional	49.9	True_Sample	45.76178,-119.88597	45.762917,-119.887453		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
FL-2-6	B506_2	Boardman506_2_12	Boardman506	30cm	6	6wk	Plate_20	treatment	6.5	Conventional	49.5	True_Sample	45.76178,-119.88597	45.762917,-119.887453		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
FA-2-7	B506_3	Boardman506_3_4	Boardman506	10cm	0	0wk	Plate_1	treatment	7.03	Conventional	108.8	True_Sample	45.76178,-119.88597	45.763381,-119.884292		Koehler	Sandy, mixed, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
FB-2-7	B506_3	Boardman506_3_8	Boardman506	20cm	0	0wk	Plate_2	treatment	7.445	Conventional	77	True_Sample	45.76178,-119.88597	45.763381,-119.884292		Koehler	Sandy, mixed, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
FC-2-7	B506_3	Boardman506_3_12	Boardman506	30cm	0	0wk	Plate_3	treatment	7.645	Conventional	91	True_Sample	45.76178,-119.88597	45.763381,-119.884292		Koehler	Sandy, mixed, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
FD-2-7	B506_3	Boardman506_3_4	Boardman506	10cm	1	1wk	Plate_7	treatment	7.82	Conventional	105.2	True_Sample	45.76178,-119.88597	45.763381,-119.884292		Koehler	Sandy, mixed, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
FE-2-7	B506_3	Boardman506_3_8	Boardman506	20cm	1	1wk	Plate_8	treatment	7.365	Conventional	80.2	True_Sample	45.76178,-119.88597	45.763381,-119.884292		Koehler	Sandy, mixed, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
FF-2-7	B506_3	Boardman506_3_12	Boardman506	30cm	1	1wk	Plate_9	treatment	7.755	Conventional	89.7	True_Sample	45.76178,-119.88597	45.763381,-119.884292		Koehler	Sandy, mixed, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
FG-2-7	B506_3	Boardman506_3_4	Boardman506	10cm	3	3wk	Plate_12	treatment	7.2	Conventional	49.8	True_Sample	45.76178,-119.88597	45.763381,-119.884292		Koehler	Sandy, mixed, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
FH-2-7	B506_3	Boardman506_3_8	Boardman506	20cm	3	3wk	Plate_13	treatment	7.2	Conventional	48.2	True_Sample	45.76178,-119.88597	45.763381,-119.884292		Koehler	Sandy, mixed, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
FI-2-7	B506_3	Boardman506_3_12	Boardman506	30cm	3	3wk	Plate_14	treatment	7	Conventional	46.2	True_Sample	45.76178,-119.88597	45.763381,-119.884292		Koehler	Sandy, mixed, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
FJ-2-7	B506_3	Boardman506_3_4	Boardman506	10cm	6	6wk	Plate_18	treatment	7.105	Conventional	37.2	True_Sample	45.76178,-119.88597	45.763381,-119.884292		Koehler	Sandy, mixed, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
FK-2-7	B506_3	Boardman506_3_8	Boardman506	20cm	6	6wk	Plate_19	treatment	7.065	Conventional	71.4	True_Sample	45.76178,-119.88597	45.763381,-119.884292		Koehler	Sandy, mixed, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
FL-2-7	B506_3	Boardman506_3_12	Boardman506	30cm	6	6wk	Plate_20	treatment	7.01	Conventional	52	True_Sample	45.76178,-119.88597	45.763381,-119.884292		Koehler	Sandy, mixed, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
FA-2-8	B506_4	Boardman506_4_4	Boardman506	10cm	0	0wk	Plate_1	treatment	7.47	Conventional	98.8	True_Sample	45.76178,-119.88597	45.760481,-119.884386		Koehler	Sandy, mixed, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
