#SampleID	plots	microcosms	Field	Soil_depth	Period	Period_numeric	Plate	Condition	Soil_pH_Value	cul_type	quant_reading	Sample_or_Control	field_coord	coll_coord	cords_note	soil_compname	soil_taxclass	soil_taxorder	soil_taxsuborder	soil_taxgrtgroup	soil_taxsubgrp	Meloidogyne_hapla	Meloidogyne_chitwoodi	Pratylenchus_penetrans	Pratylenchus_neglectus	Pratylenchus_thornei	Paratrichodorus_sp	Tylenchorhynchus_sp	Paratylenchus_sp	Helicotylenchus_sp	Mesocriconema sp	Ditylenchus_sp	Xiphinema_sp	Hemicycliophora_sp	vert_count	bd_count	y1998	y1999	y2000	y2001	y2002	y2003	y2004	y2005	y2006	y2007	y2008	y2009	y2010	y2011	y2012	y2013	y2014	y2015	y2016	y2017	y2018
BC-2-3	B10_3	Boardman10_3_12	Boardman10	30cm	0wk	0	Plate_3	treatment	8.46	Conventional	510.3	True_Sample	45.7449,-119.94556	45.746525,-119.945036		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WHEAT	POTATO	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	MINT	MINT	WHEAT	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO	ONION	CORN	POTATO	CORN
BD-2-3	B10_3	Boardman10_3_4	Boardman10	10cm	1wk	1	Plate_7	treatment	7.29	Conventional	571.52	True_Sample	45.7449,-119.94556	45.746525,-119.945036		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WHEAT	POTATO	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	MINT	MINT	WHEAT	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO	ONION	CORN	POTATO	CORN
BE-2-3	B10_3	Boardman10_3_8	Boardman10	20cm	1wk	1	Plate_8	treatment	7.225	Conventional	600	True_Sample	45.7449,-119.94556	45.746525,-119.945036		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WHEAT	POTATO	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	MINT	MINT	WHEAT	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO	ONION	CORN	POTATO	CORN
BF-2-3	B10_3	Boardman10_3_12	Boardman10	30cm	1wk	1	Plate_9	treatment	7.08	Conventional	562.42	True_Sample	45.7449,-119.94556	45.746525,-119.945036		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WHEAT	POTATO	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	MINT	MINT	WHEAT	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO	ONION	CORN	POTATO	CORN
BG-2-3	B10_3	Boardman10_3_4	Boardman10	10cm	3wk	3	Plate_12	treatment	7.25	Conventional	302.42	True_Sample	45.7449,-119.94556	45.746525,-119.945036		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WHEAT	POTATO	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	MINT	MINT	WHEAT	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO	ONION	CORN	POTATO	CORN
BH-2-3	B10_3	Boardman10_3_8	Boardman10	20cm	3wk	3	Plate_13	treatment	7.25	Conventional	332.12	True_Sample	45.7449,-119.94556	45.746525,-119.945036		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WHEAT	POTATO	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	MINT	MINT	WHEAT	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO	ONION	CORN	POTATO	CORN
BI-2-3	B10_3	Boardman10_3_12	Boardman10	30cm	3wk	3	Plate_14	treatment	7.15	Conventional	295.15	True_Sample	45.7449,-119.94556	45.746525,-119.945036		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WHEAT	POTATO	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	MINT	MINT	WHEAT	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO	ONION	CORN	POTATO	CORN
BJ-2-3	B10_3	Boardman10_3_4	Boardman10	10cm	6wk	6	Plate_18	treatment	7.385	Conventional	313.33	True_Sample	45.7449,-119.94556	45.746525,-119.945036		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WHEAT	POTATO	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	MINT	MINT	WHEAT	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO	ONION	CORN	POTATO	CORN
BK-2-3	B10_3	Boardman10_3_8	Boardman10	20cm	6wk	6	Plate_19	treatment	7.22	Conventional	335.76	True_Sample	45.7449,-119.94556	45.746525,-119.945036		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WHEAT	POTATO	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	MINT	MINT	WHEAT	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO	ONION	CORN	POTATO	CORN
BL-2-3	B10_3	Boardman10_3_12	Boardman10	30cm	6wk	6	Plate_20	treatment	7.22	Conventional	339.39	True_Sample	45.7449,-119.94556	45.746525,-119.945036		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WHEAT	POTATO	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	MINT	MINT	WHEAT	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO	ONION	CORN	POTATO	CORN
BA-2-4	B10_4	Boardman10_4_4	Boardman10	10cm	0wk	0	Plate_1	treatment	7.42	Conventional	573.33	True_Sample	45.7449,-119.94556	45.743425,-119.944581		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WHEAT	POTATO	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	MINT	MINT	WHEAT	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO	ONION	CORN	POTATO	CORN
BB-2-4	B10_4	Boardman10_4_8	Boardman10	20cm	0wk	0	Plate_2	treatment	7.19	Conventional	492.12	True_Sample	45.7449,-119.94556	45.743425,-119.944581		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WHEAT	POTATO	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	MINT	MINT	WHEAT	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO	ONION	CORN	POTATO	CORN
BC-2-4	B10_4	Boardman10_4_12	Boardman10	30cm	0wk	0	Plate_3	treatment	7.295	Conventional	514.55	True_Sample	45.7449,-119.94556	45.743425,-119.944581		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WHEAT	POTATO	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	MINT	MINT	WHEAT	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO	ONION	CORN	POTATO	CORN
BD-2-4	B10_4	Boardman10_4_4	Boardman10	10cm	1wk	1	Plate_7	treatment	7.32	Conventional	606.06	True_Sample	45.7449,-119.94556	45.743425,-119.944581		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WHEAT	POTATO	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	MINT	MINT	WHEAT	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO	ONION	CORN	POTATO	CORN
BE-2-4	B10_4	Boardman10_4_8	Boardman10	20cm	1wk	1	Plate_8	treatment	7.21	Conventional	600.61	True_Sample	45.7449,-119.94556	45.743425,-119.944581		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WHEAT	POTATO	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	MINT	MINT	WHEAT	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO	ONION	CORN	POTATO	CORN
BF-2-4	B10_4	Boardman10_4_12	Boardman10	30cm	1wk	1	Plate_9	treatment	7.27	Conventional	512.73	True_Sample	45.7449,-119.94556	45.743425,-119.944581		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WHEAT	POTATO	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	MINT	MINT	WHEAT	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO	ONION	CORN	POTATO	CORN
BG-2-4	B10_4	Boardman10_4_4	Boardman10	10cm	3wk	3	Plate_12	treatment	7.25	Conventional	295.76	True_Sample	45.7449,-119.94556	45.743425,-119.944581		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WHEAT	POTATO	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	MINT	MINT	WHEAT	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO	ONION	CORN	POTATO	CORN
BH-2-4	B10_4	Boardman10_4_8	Boardman10	20cm	3wk	3	Plate_13	treatment	7.15	Conventional	364.24	True_Sample	45.7449,-119.94556	45.743425,-119.944581		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WHEAT	POTATO	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	MINT	MINT	WHEAT	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO	ONION	CORN	POTATO	CORN
BI-2-4	B10_4	Boardman10_4_12	Boardman10	30cm	3wk	3	Plate_14	treatment	7.1	Conventional	294.55	True_Sample	45.7449,-119.94556	45.743425,-119.944581		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WHEAT	POTATO	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	MINT	MINT	WHEAT	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO	ONION	CORN	POTATO	CORN
BJ-2-4	B10_4	Boardman10_4_4	Boardman10	10cm	6wk	6	Plate_18	treatment	7.235	Conventional	307.88	True_Sample	45.7449,-119.94556	45.743425,-119.944581		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WHEAT	POTATO	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	MINT	MINT	WHEAT	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO	ONION	CORN	POTATO	CORN
BK-2-4	B10_4	Boardman10_4_8	Boardman10	20cm	6wk	6	Plate_19	treatment	7.175	Conventional	344.85	True_Sample	45.7449,-119.94556	45.743425,-119.944581		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WHEAT	POTATO	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	MINT	MINT	WHEAT	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO	ONION	CORN	POTATO	CORN
BL-2-4	B10_4	Boardman10_4_12	Boardman10	30cm	6wk	6	Plate_20	treatment	7.265	Conventional	346.06	True_Sample	45.7449,-119.94556	45.743425,-119.944581		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WHEAT	POTATO	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	MINT	MINT	WHEAT	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO	ONION	CORN	POTATO	CORN
BA-2-5	B506_1	Boardman506_1_4	Boardman506	10cm	0wk	0	Plate_1	treatment	6.555	Conventional	621.82	True_Sample	45.76178,-119.88597	45.760517,-119.887733		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
BB-2-5	B506_1	Boardman506_1_8	Boardman506	20cm	0wk	0	Plate_2	treatment	6.76	Conventional	435.76	True_Sample	45.76178,-119.88597	45.760517,-119.887733		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
BC-2-5	B506_1	Boardman506_1_12	Boardman506	30cm	0wk	0	Plate_3	treatment	7.05	Conventional	438.79	True_Sample	45.76178,-119.88597	45.760517,-119.887733		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
BD-2-5	B506_1	Boardman506_1_4	Boardman506	10cm	1wk	1	Plate_7	treatment	7.28	Conventional	596.36	True_Sample	45.76178,-119.88597	45.760517,-119.887733		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
BE-2-5	B506_1	Boardman506_1_8	Boardman506	20cm	1wk	1	Plate_8	treatment	7.565	Conventional	613.33	True_Sample	45.76178,-119.88597	45.760517,-119.887733		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
BF-2-5	B506_1	Boardman506_1_12	Boardman506	30cm	1wk	1	Plate_9	treatment	7.47	Conventional	492.73	True_Sample	45.76178,-119.88597	45.760517,-119.887733		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
BG-2-5	B506_1	Boardman506_1_4	Boardman506	10cm	3wk	3	Plate_12	treatment	6.3	Conventional	283.64	True_Sample	45.76178,-119.88597	45.760517,-119.887733		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
BH-2-5	B506_1	Boardman506_1_8	Boardman506	20cm	3wk	3	Plate_13	treatment	6.7	Conventional	316.97	True_Sample	45.76178,-119.88597	45.760517,-119.887733		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
BI-2-5	B506_1	Boardman506_1_12	Boardman506	30cm	3wk	3	Plate_14	treatment	6.8	Conventional	302.42	True_Sample	45.76178,-119.88597	45.760517,-119.887733		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
BJ-2-5	B506_1	Boardman506_1_4	Boardman506	10cm	6wk	6	Plate_18	treatment	6.335	Conventional	280	True_Sample	45.76178,-119.88597	45.760517,-119.887733		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
BK-2-5	B506_1	Boardman506_1_8	Boardman506	20cm	6wk	6	Plate_19	treatment	6.355	Conventional	346.06	True_Sample	45.76178,-119.88597	45.760517,-119.887733		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
BL-2-5	B506_1	Boardman506_1_12	Boardman506	30cm	6wk	6	Plate_20	treatment	6.365	Conventional	350.3	True_Sample	45.76178,-119.88597	45.760517,-119.887733		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
BA-2-6	B506_2	Boardman506_2_4	Boardman506	10cm	0wk	0	Plate_1	treatment	7.095	Conventional	644.24	True_Sample	45.76178,-119.88597	45.762917,-119.887453		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
BB-2-6	B506_2	Boardman506_2_8	Boardman506	20cm	0wk	0	Plate_2	treatment	7.015	Conventional	589.7	True_Sample	45.76178,-119.88597	45.762917,-119.887453		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
BC-2-6	B506_2	Boardman506_2_12	Boardman506	30cm	0wk	0	Plate_3	treatment	6.85	Conventional	530.91	True_Sample	45.76178,-119.88597	45.762917,-119.887453		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
BD-2-6	B506_2	Boardman506_2_4	Boardman506	10cm	1wk	1	Plate_7	treatment	7.085	Conventional	571.52	True_Sample	45.76178,-119.88597	45.762917,-119.887453		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
BE-2-6	B506_2	Boardman506_2_8	Boardman506	20cm	1wk	1	Plate_8	treatment	6.99	Conventional	614.55	True_Sample	45.76178,-119.88597	45.762917,-119.887453		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
BF-2-6	B506_2	Boardman506_2_12	Boardman506	30cm	1wk	1	Plate_9	treatment	6.94	Conventional	510.91	True_Sample	45.76178,-119.88597	45.762917,-119.887453		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
BG-2-6	B506_2	Boardman506_2_4	Boardman506	10cm	3wk	3	Plate_12	treatment	6.6	Conventional	282.42	True_Sample	45.76178,-119.88597	45.762917,-119.887453		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
BH-2-6	B506_2	Boardman506_2_8	Boardman506	20cm	3wk	3	Plate_13	treatment	6.55	Conventional	323.64	True_Sample	45.76178,-119.88597	45.762917,-119.887453		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
BI-2-6	B506_2	Boardman506_2_12	Boardman506	30cm	3wk	3	Plate_14	treatment	6.65	Conventional	301.21	True_Sample	45.76178,-119.88597	45.762917,-119.887453		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
BJ-2-6	B506_2	Boardman506_2_4	Boardman506	10cm	6wk	6	Plate_18	treatment	6.775	Conventional	315.76	True_Sample	45.76178,-119.88597	45.762917,-119.887453		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
BK-2-6	B506_2	Boardman506_2_8	Boardman506	20cm	6wk	6	Plate_19	treatment	6.415	Conventional	333.33	True_Sample	45.76178,-119.88597	45.762917,-119.887453		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
BL-2-6	B506_2	Boardman506_2_12	Boardman506	30cm	6wk	6	Plate_20	treatment	6.5	Conventional	326.06	True_Sample	45.76178,-119.88597	45.762917,-119.887453		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
BA-2-7	B506_3	Boardman506_3_4	Boardman506	10cm	0wk	0	Plate_1	treatment	7.03	Conventional	550.3	True_Sample	45.76178,-119.88597	45.763381,-119.884292		Koehler	Sandy, mixed, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
BB-2-7	B506_3	Boardman506_3_8	Boardman506	20cm	0wk	0	Plate_2	treatment	7.445	Conventional	528.48	True_Sample	45.76178,-119.88597	45.763381,-119.884292		Koehler	Sandy, mixed, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
BC-2-7	B506_3	Boardman506_3_12	Boardman506	30cm	0wk	0	Plate_3	treatment	7.645	Conventional	528.48	True_Sample	45.76178,-119.88597	45.763381,-119.884292		Koehler	Sandy, mixed, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
BD-2-7	B506_3	Boardman506_3_4	Boardman506	10cm	1wk	1	Plate_7	treatment	7.82	Conventional	572.73	True_Sample	45.76178,-119.88597	45.763381,-119.884292		Koehler	Sandy, mixed, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	ALFALFA	POTATO	CORN	ONION	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	CORN	POTATO	CORN	CORN	POTATO
